Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,16.1,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.0,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.2,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,8.1,8.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,11.3,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,10.9,11.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.5,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,13.1,14.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.7,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,6.6,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.1,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.0,7.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,9.6,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.5,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,8.5,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.8,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,9.7,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,8.3,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,12.1,"Washington, DC","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,5.7,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2012",,,,,4.4,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,6.5,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,12.5,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.1,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.9,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,4.5,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.8,"Baltimore, MD","Percentage of births under 2,500 grams.","Vital Statistics Administration birth files for 2011, 2012, 2013, Maryland Department of Health and Mental Hygiene, calculations by Baltimore City Health Dept.",,Race/ethnicity is that of the mother,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,5.8,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,4.6,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,10.2,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,8.0,12.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.7,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,6.0,9.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,16.1,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,14.6,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.6,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2012",,,,,5.4,7.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,9.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,American Indian/Alaska Native,10.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,American Indian/Alaska Native,6.1,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,American Indian alone; Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7.5,"Long Beach, CA","Percentage of births under 2,500 grams.","Source: California Department of Public Health Master Statistical File.  Includes data for 2010, 2011, 2012.",,"Originating dataset does not include data for zip codes 90840, 90822.  Does not include data on infant gender.  Does not include race/ethnicity data.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,12.0,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2012",,,,,10.1,14.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,5.7,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,5.0,6.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.2,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.5,11.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.6,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,5.5,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,15.2,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,12.1,18.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.4,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.5,8.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7.0,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.5,7.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,5.6,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,6.5,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,5.9,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,9.8,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.7,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,6.4,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,7.0,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2012",,,,,5.3,9.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7.7,"Oakland (Alameda County), CA","Percentage of births under 2,500 grams.","Alameda County Vital Statistics Files, 2012",,,,,6.9,8.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to <20 events.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,8.6,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,13.7,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,14.0,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,14.7,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,5.8,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",Hispanic Ancestry includes all races,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,5.3,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,11.4,"Detroit, MI","Percentage of births under 2,500 grams.",MDHHS,"Percent of live births weighing less than 2,500 grams",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,11.3,"Denver, CO","Percentage of births under 2,500 grams.",Vital stats,Other category includes other and unknowns,,,,,
